Symbol,Name,Last Sale,Net Change,% Change,Market Cap,Country,IPO Year,Volume,Sector,Industry
SMMT,Summit Therapeutics Inc. Common Stock ,$24.62,-1.51,-5.779%,18161674312.00,United States,2015,7054432,Health Care,Biotechnology: Pharmaceutical Preparations
SOHOB,Sotherly Hotels Inc. 8.0% Series B Cumulative Redeemable Perpetual Preferred Stock,$16.1225,0.00,0.00%,324488126.00,United States,,143,Real Estate,Real Estate Investment Trusts
SOHON,Sotherly Hotels Inc. 8.25% Series D Cumulative Redeemable Perpetual Preferred Stock,$16.00,-0.20,-1.235%,322022640.00,United States,,483,Real Estate,Real Estate Investment Trusts
SOHOO,Sotherly Hotels Inc. 7.875% Series C Cumulative Redeemable Perpetual Preferred Stock,$15.40,-0.50,-3.145%,309946791.00,United States,,2607,Real Estate,Real Estate Investment Trusts
SOUN,SoundHound AI Inc Class A Common Stock,$7.76,-0.47,-5.711%,3095942575.00,United States,,19989241,Technology,Computer Software: Prepackaged Software
SOUNW,SoundHound AI Inc. Warrant,$2.90,-0.29,-9.091%,1156988849.00,United States,2021,42972,Technology,Computer Software: Prepackaged Software
SPRY,ARS Pharmaceuticals Inc. Common Stock,$14.88,-0.11,-0.734%,1460022684.00,United States,2020,1809148,Health Care,Biotechnology: Pharmaceutical Preparations
SSSSL,SuRo Capital Corp. 6.00% Notes due 2026,$24.2999,0.00,0.00%,572307819.00,United States,,52,Finance,Finance: Consumer Services
STAA,STAAR Surgical Company Common Stock,$16.14,-0.38,-2.30%,796111504.00,United States,,636463,Health Care,Ophthalmic Goods
SUPN,Supernus Pharmaceuticals Inc. Common Stock,$30.71,-0.75,-2.384%,1711870447.00,United States,2012,357783,Health Care,Biotechnology: Pharmaceutical Preparations
SWKHL,SWK Holdings Corporation 9.00% Senior Notes due 2027,$25.1847,-0.0453,-0.18%,308583495.00,United States,,7256,,
SYM,Symbotic Inc. Class A Common Stock,$20.25,-0.51,-2.457%,11914933950.00,United States,2021,691621,Industrials,Industrial Machinery/Components
TATT,TAT Technologies Ltd. Ordinary Shares,$28.86,0.23,0.803%,315738732.00,Israel,,106746,Industrials,Aerospace
TBPH,Theravance Biopharma Inc. Ordinary Shares,$8.595,-0.035,-0.406%,425200211.00,Cayman Islands,,194569,Health Care,Biotechnology: Pharmaceutical Preparations
TCMD,Tactile Systems Technology Inc. Common Stock,$13.35,0.00,0.00%,314862086.00,United States,2016,159386,Health Care,Medical/Dental Instruments
TECX,Tectonic Therapeutic Inc. Common Stock,$17.56,-0.38,-2.118%,327716520.00,United States,2018,113149,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TKNO,Alpha Teknova Inc. Common Stock,$5.77,-0.06,-1.029%,308330371.00,United States,2021,357043,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
TMDX,TransMedics Group Inc. Common Stock,$85.38,-1.80,-2.065%,2874092553.00,United States,2019,1254212,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
TNDM,Tandem Diabetes Care Inc. Common Stock,$17.26,-0.45,-2.541%,1147328675.00,United States,2013,1309072,Health Care,Medical/Dental Instruments
TPGXL,TPG Operating Group II L.P. 6.950% Fixed-Rate Junior Subordinated Notes due 2064,$23.76,-0.05,-0.21%,8668260414.00,United States,,39778,,
TRNS,Transcat Inc. Common Stock,$83.12,-3.16,-3.662%,773803146.00,United States,,151682,Industrials,Electrical Products
TRUP,Trupanion Inc. Common Stock,$34.18,-0.54,-1.555%,1452330896.00,United States,,548131,Health Care,Medical Specialities
TRVI,Trevi Therapeutics Inc. Common Stock,$6.10,-0.10,-1.613%,589761597.00,United States,2019,765771,Health Care,Biotechnology: Pharmaceutical Preparations
TTD,The Trade Desk Inc. Class A Common Stock,$48.45,-0.79,-1.604%,24035490587.00,United States,2016,6085369,Technology,Computer Software: Programming Data Processing
TVTX,Travere Therapeutics Inc. Common Stock,$14.57,-0.34,-2.28%,1292939265.00,United States,,1155785,Health Care,Biotechnology: Pharmaceutical Preparations
TWNP,Twin Hospitality Group Inc. Class A Common Stock,$6.45,0.24,3.865%,323585348.00,United States,,51719,Consumer Discretionary,Restaurants
UNTY,Unity Bancorp Inc. Common Stock,$41.105,0.435,1.07%,413417525.00,United States,,27842,Finance,Major Banks
URGN,UroGen Pharma Ltd. Ordinary Shares,$10.39,-0.36,-3.349%,478920317.00,Israel,2017,274190,Health Care,Biotechnology: Pharmaceutical Preparations
USAR,USA Rare Earth Inc. Class A Common Stock,$15.66,2.14,15.828%,1283374897.00,United States,2023,12266871,Basic Materials,Metal Mining
USCB,USCB Financial Holdings Inc. Class A Common Stock,$16.98,-0.04,-0.235%,340500365.00,United States,2021,13680,Finance,Major Banks
VBTX,Veritex Holdings Inc. Common Stock,$21.49,-0.07,-0.325%,1170546869.00,United States,2014,610136,Finance,Major Banks
VCEL,Vericel Corporation Common Stock,$40.82,-1.195,-2.844%,2039757766.00,United States,,418354,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
VCYT,Veracyte Inc. Common Stock,$31.53,-0.23,-0.724%,2457598661.00,United States,2013,920570,Health Care,Medical Specialities
VERA,Vera Therapeutics Inc. Class A Common Stock,$21.24,-0.35,-1.621%,1354013680.00,United States,2021,528050,Health Care,Biotechnology: Pharmaceutical Preparations
VERX,Vertex Inc. Class A Common Stock,$38.94,-0.79,-1.988%,6159649057.00,United States,2020,739575,Technology,Computer Software: Prepackaged Software
VITL,Vital Farms Inc. Common Stock,$33.03,-0.72,-2.133%,1461826381.00,United States,2020,626653,Consumer Staples,Packaged Foods
VRNA,Verona Pharma plc American Depositary Share,$58.30,-0.17,-0.291%,4954268762.00,United Kingdom,2017,600626,Health Care,Biotechnology: Pharmaceutical Preparations
WEST,Westrock Coffee Company Common Stock,$5.56,-0.12,-2.113%,523906540.00,United States,,315645,Consumer Staples,Beverages (Production/Distribution)
WINA,Winmark Corporation Common Stock,$333.80,7.80,2.393%,1181636645.00,United States,,23583,Consumer Discretionary,Other Specialty Stores
WLDN,Willdan Group Inc. Common Stock,$38.59,-0.28,-0.72%,555990905.00,United States,2006,91589,Consumer Discretionary,Military/Government/Technical
WLFC,Willis Lease Finance Corporation Common Stock,$139.73,-3.06,-2.143%,923110875.00,United States,1996,29546,Consumer Discretionary,Industrial Specialties
WRD,WeRide Inc. American Depositary Shares,$8.63,-0.83,-8.774%,2455484450.00,China,2024,1235016,Technology,EDP Services
WVE,Wave Life Sciences Ltd. Ordinary Shares,$5.84,-0.44,-7.006%,896358363.00,Singapore,2015,993878,Health Care,Biotechnology: Pharmaceutical Preparations
XENE,Xenon Pharmaceuticals Inc. Common Shares,$33.78,0.75,2.271%,2585616156.00,Canada,2014,694967,Health Care,Biotechnology: Pharmaceutical Preparations
XNCR,Xencor Inc. Common Stock,$9.52,-0.02,-0.21%,670797612.00,United States,2013,1205874,Health Care,Biotechnology: Pharmaceutical Preparations
XOMAO,XOMA Royalty Corporation Depositary Shares Rep Series B 8.375% Cumulative Preferred Stock,$25.17,-0.04,-0.159%,301504307.00,United States,,1342,Health Care,Biotechnology: Pharmaceutical Preparations
XOMAP,XOMA Royalty Corporation 8.625% Series A Cumulative Perpetual Preferred Stock,$26.10,0.50,1.953%,312644514.00,United States,,359,Health Care,Biotechnology: Pharmaceutical Preparations
ZIONP,Zions Bancorporation N.A. Depositary Shares (Each representing 1/40th Interest in a Share of Series A Floating-Rate Non-Cumulative Perpetual Preferred Stock),$22.98,0.43,1.907%,3398553127.00,United States,,4671,Finance,Major Banks
ZLAB,Zai Lab Limited American Depositary Shares,$28.935,-1.445,-4.756%,3127176977.00,China,2017,1291926,Health Care,Biotechnology: Pharmaceutical Preparations
